transaction_id,date,year,month,quarter,client_name,project_name,service_category,project_type,location,amount,cost,profit,profit_margin,status,payment_status,payment_method,duration_days,project_manager,source_note
GTX-2026-0258,2026-01-15,2026,2026-01,Q1,Metro Build Corporation,MEPFS Upgrade for Condominium - Metro Build Corporation,MEPFS Works,MEPFS Upgrade for Condominium,Pampanga,3995000,3430000,565000,0.1414,Completed,Paid,Cash Deposit,330,Ramos,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2026-0259,2026-01-17,2026,2026-01,Q1,Taguig Condo Association,Fire Protection System Upgrade - Taguig Condo Association,Fire Protection Works,Fire Protection System Upgrade,Iloilo City,2390000,1865000,525000,0.2197,Completed,Paid,Cash Deposit,308,Cruz,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2026-0260,2026-01-18,2026,2026-01,Q1,Batangas Manufacturing Plant,Lighting and Wiring Package - Batangas Manufacturing Plant,General Electrical Works,Lighting and Wiring Package,BGC Taguig,1270000,875000,395000,0.311,Completed,Paid,Bank Transfer,134,Garcia,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2026-0261,2026-01-22,2026,2026-01,Q1,Nuvali Property Office,Fire Pump and FDAS Integration - Nuvali Property Office,Fire Protection Works,Fire Pump and FDAS Integration,Cebu City,1500000,1050000,450000,0.3,Completed,Paid,Check Payment,131,Flores,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2026-0262,2026-01-23,2026,2026-01,Q1,Northpoint Realty,Water Supply System Works - Northpoint Realty,Plumbing and Sanitary Works,Water Supply System Works,Manila,1745000,1330000,415000,0.2378,Delayed,Partially Paid,Online Transfer,382,Mendoza,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2026-0263,2026-01-28,2026,2026-01,Q1,Davao Retail Center,Lighting and Wiring Package - Davao Retail Center,General Electrical Works,Lighting and Wiring Package,Batangas,2945000,2040000,905000,0.3073,Completed,Paid,Online Transfer,275,Torres,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2026-0264,2026-01-31,2026,2026-01,Q1,Makati Business Tower,Fire Pump and FDAS Integration - Makati Business Tower,Fire Protection Works,Fire Pump and FDAS Integration,Iloilo City,3000000,2415000,585000,0.195,Completed,Paid,Cash Deposit,281,Ramos,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2026-0265,2026-02-02,2026,2026-02,Q1,Taguig Condo Association,Fire Pump and FDAS Integration - Taguig Condo Association,Fire Protection Works,Fire Pump and FDAS Integration,Manila,1295000,1015000,280000,0.2162,For Billing,Partially Paid,Online Transfer,118,Ramos,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2026-0266,2026-02-06,2026,2026-02,Q1,Davao Retail Center,Integrated Building Services Package - Davao Retail Center,MEPFS Works,Integrated Building Services Package,Ortigas Center,4285000,3485000,800000,0.1867,Ongoing,Partially Paid,Progress Billing,238,Flores,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2026-0267,2026-02-07,2026,2026-02,Q1,Cebu Condo Board,Fire Protection System Upgrade - Cebu Condo Board,Fire Protection Works,Fire Protection System Upgrade,Manila,2205000,1840000,365000,0.1655,Ongoing,Unpaid,Bank Transfer,78,Cruz,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2026-0268,2026-02-07,2026,2026-02,Q1,Alabang Corporate Center,Network and Communication Works - Alabang Corporate Center,Auxiliary Works,Network and Communication Works,Quezon City,725000,490000,235000,0.3241,Delayed,Unpaid,Cash Deposit,145,Mendoza,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2026-0269,2026-02-10,2026,2026-02,Q1,Alabang Corporate Center,Mechanical Equipment Installation - Alabang Corporate Center,Mechanical Works,Mechanical Equipment Installation,Bulacan,4595000,3565000,1030000,0.2242,Completed,Paid,Progress Billing,408,Mendoza,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2026-0270,2026-02-11,2026,2026-02,Q1,Taguig Condo Association,MEPFS Upgrade for Condominium - Taguig Condo Association,MEPFS Works,MEPFS Upgrade for Condominium,Bulacan,5875000,4975000,900000,0.1532,Ongoing,Unpaid,Cash Deposit,335,Garcia,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2026-0271,2026-02-12,2026,2026-02,Q1,Tarlac Industrial Estate,Integrated Building Services Package - Tarlac Industrial Estate,MEPFS Works,Integrated Building Services Package,Pampanga,4775000,3875000,900000,0.1885,Ongoing,Partially Paid,Check Payment,158,Santos,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2026-0272,2026-02-27,2026,2026-02,Q1,Davao Retail Center,Panel Board Installation - Davao Retail Center,General Electrical Works,Panel Board Installation,Bulacan,3600000,2725000,875000,0.2431,Ongoing,Paid,Online Transfer,208,Reyes,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2026-0273,2026-03-02,2026,2026-03,Q1,Laguna Industrial Park,Plumbing Line Installation - Laguna Industrial Park,Plumbing and Sanitary Works,Plumbing Line Installation,Manila,2035000,1515000,520000,0.2555,Completed,Unpaid,Online Transfer,122,Ramos,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2026-0274,2026-03-03,2026,2026-03,Q1,Alabang Corporate Center,Steel Framing Works - Alabang Corporate Center,Structural Works,Steel Framing Works,Tarlac,4520000,3200000,1320000,0.292,Delayed,Partially Paid,Online Transfer,127,Torres,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2026-0275,2026-03-04,2026,2026-03,Q1,Greenfield Developers,MEPFS Package for Commercial Building - Greenfield Developers,MEPFS Works,MEPFS Package for Commercial Building,Makati City,3290000,2710000,580000,0.1763,For Billing,Unpaid,Check Payment,70,Villanueva,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2026-0276,2026-03-05,2026,2026-03,Q1,Pampanga Medical Suites,FDAS and Alarm System Works - Pampanga Medical Suites,Auxiliary Works,FDAS and Alarm System Works,Pampanga,1240000,950000,290000,0.2339,For Billing,Partially Paid,Progress Billing,246,Villanueva,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2026-0277,2026-03-09,2026,2026-03,Q1,Quezon City Estate Group,Generator and Transfer Switch Works - Quezon City Estate Group,General Electrical Works,Generator and Transfer Switch Works,Cebu City,2270000,1770000,500000,0.2203,Ongoing,Partially Paid,Progress Billing,415,Garcia,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2026-0278,2026-03-10,2026,2026-03,Q1,Batangas Manufacturing Plant,Fire Line Repair Works - Batangas Manufacturing Plant,Fire Protection Works,Fire Line Repair Works,BGC Taguig,3255000,2560000,695000,0.2135,For Billing,Unpaid,Bank Transfer,335,Villanueva,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2026-0279,2026-03-23,2026,2026-03,Q1,Greenfield Developers,MEPFS Rough-in Works - Greenfield Developers,MEPFS Works,MEPFS Rough-in Works,Manila,3315000,2810000,505000,0.1523,Ongoing,Unpaid,Bank Transfer,326,Garcia,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2026-0280,2026-03-24,2026,2026-03,Q1,Pasay Commercial Center,Fire Protection System Upgrade - Pasay Commercial Center,Fire Protection Works,Fire Protection System Upgrade,Pampanga,3170000,2390000,780000,0.2461,Completed,Paid,Check Payment,246,Dela Cruz,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2026-0281,2026-03-28,2026,2026-03,Q1,Cavite Landholdings,Sanitary Line Upgrade - Cavite Landholdings,Plumbing and Sanitary Works,Sanitary Line Upgrade,Bulacan,2660000,1965000,695000,0.2613,Ongoing,Paid,Online Transfer,127,Mendoza,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2026-0282,2026-03-31,2026,2026-03,Q1,Paranaque Logistics Hub,MEPFS Package for Commercial Building - Paranaque Logistics Hub,MEPFS Works,MEPFS Package for Commercial Building,Davao City,4905000,3955000,950000,0.1937,Ongoing,Partially Paid,Progress Billing,269,Torres,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2026-0283,2026-04-01,2026,2026-04,Q2,Las Pinas Residences,FDAS and Alarm System Works - Las Pinas Residences,Auxiliary Works,FDAS and Alarm System Works,Paranaque City,1595000,1260000,335000,0.21,Delayed,Paid,Cash Deposit,358,Cruz,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2026-0284,2026-04-03,2026,2026-04,Q2,South Luzon Warehousing,MEPFS Rough-in Works - South Luzon Warehousing,MEPFS Works,MEPFS Rough-in Works,Davao City,5500000,4360000,1140000,0.2073,For Billing,Unpaid,Cash Deposit,183,Cruz,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2026-0285,2026-04-04,2026,2026-04,Q2,Alabang Corporate Center,Drainage Improvement Works - Alabang Corporate Center,Plumbing and Sanitary Works,Drainage Improvement Works,Las Pinas City,1340000,1040000,300000,0.2239,Ongoing,Partially Paid,Progress Billing,407,Santos,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2026-0286,2026-04-06,2026,2026-04,Q2,Cebu Condo Board,Structural Retrofitting - Cebu Condo Board,Structural Works,Structural Retrofitting,Tarlac,2325000,1935000,390000,0.1677,Completed,Paid,Check Payment,385,Villanueva,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2026-0287,2026-04-13,2026,2026-04,Q2,Pampanga Medical Suites,Power Distribution Works - Pampanga Medical Suites,General Electrical Works,Power Distribution Works,Muntinlupa City,2170000,1735000,435000,0.2005,Ongoing,Partially Paid,Cash Deposit,176,Torres,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2026-0288,2026-04-15,2026,2026-04,Q2,Pasay Commercial Center,Clinic Fit-Out Works - Pasay Commercial Center,Fit-Out Works,Clinic Fit-Out Works,BGC Taguig,895000,710000,185000,0.2067,Ongoing,Paid,Online Transfer,264,Cruz,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2026-0289,2026-04-15,2026,2026-04,Q2,Pampanga Medical Suites,Sprinkler System Installation - Pampanga Medical Suites,Fire Protection Works,Sprinkler System Installation,Iloilo City,1210000,900000,310000,0.2562,Ongoing,Unpaid,Bank Transfer,295,Garcia,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2026-0290,2026-04-16,2026,2026-04,Q2,Pasay Commercial Center,Sanitary Line Upgrade - Pasay Commercial Center,Plumbing and Sanitary Works,Sanitary Line Upgrade,Muntinlupa City,1010000,830000,180000,0.1782,Ongoing,Partially Paid,Online Transfer,150,Santos,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2026-0291,2026-04-19,2026,2026-04,Q2,Iloilo Business Park,Site Development Works - Iloilo Business Park,Civil Works,Site Development Works,Rizal,2400000,2015000,385000,0.1604,Ongoing,Partially Paid,Online Transfer,344,Flores,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2026-0292,2026-04-20,2026,2026-04,Q2,South Luzon Warehousing,Integrated Building Services Package - South Luzon Warehousing,MEPFS Works,Integrated Building Services Package,Batangas,5320000,4455000,865000,0.1626,Ongoing,Partially Paid,Online Transfer,347,Reyes,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2026-0293,2026-04-26,2026,2026-04,Q2,Alabang Corporate Center,Lighting and Wiring Package - Alabang Corporate Center,General Electrical Works,Lighting and Wiring Package,Mandaue City,885000,695000,190000,0.2147,For Billing,Partially Paid,Online Transfer,414,Flores,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2026-0294,2026-05-01,2026,2026-05,Q2,Manila School Foundation,Drainage and Road Works - Manila School Foundation,Civil Works,Drainage and Road Works,BGC Taguig,3015000,2550000,465000,0.1542,Completed,Paid,Online Transfer,389,Mendoza,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2026-0295,2026-05-02,2026,2026-05,Q2,Cebu Condo Board,FDAS and Alarm System Works - Cebu Condo Board,Auxiliary Works,FDAS and Alarm System Works,Paranaque City,880000,605000,275000,0.3125,Ongoing,Partially Paid,Bank Transfer,310,Garcia,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2026-0296,2026-05-05,2026,2026-05,Q2,Laguna Industrial Park,Plumbing Line Installation - Laguna Industrial Park,Plumbing and Sanitary Works,Plumbing Line Installation,Las Pinas City,1720000,1425000,295000,0.1715,Completed,Partially Paid,Cash Deposit,31,Reyes,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2026-0297,2026-05-06,2026,2026-05,Q2,Batangas Manufacturing Plant,Warehouse Structural Package - Batangas Manufacturing Plant,Structural Works,Warehouse Structural Package,Ortigas Center,5370000,4510000,860000,0.1601,For Billing,Unpaid,Check Payment,355,Garcia,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2026-0298,2026-05-08,2026,2026-05,Q2,Paranaque Logistics Hub,Lighting and Wiring Package - Paranaque Logistics Hub,General Electrical Works,Lighting and Wiring Package,Quezon City,820000,655000,165000,0.2012,Ongoing,Partially Paid,Bank Transfer,300,Reyes,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2026-0299,2026-05-13,2026,2026-05,Q2,Paranaque Logistics Hub,Fire Pump and FDAS Integration - Paranaque Logistics Hub,Fire Protection Works,Fire Pump and FDAS Integration,Las Pinas City,3135000,2420000,715000,0.2281,For Billing,Unpaid,Check Payment,29,Torres,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
GTX-2026-0300,2026-05-15,2026,2026-05,Q2,NCR Office Suites,Fire Pump and FDAS Integration - NCR Office Suites,Fire Protection Works,Fire Pump and FDAS Integration,Iloilo City,1920000,1325000,595000,0.3099,Delayed,Unpaid,Online Transfer,73,Cruz,Simulated Gigatech-style data for academic dashboard use; patterned after construction/engineering service categories
